1.239259925437754054e-02,-1.007645547494511948e-02,5.173743276224098894e-03,-4.477429301895778646e-02,-2.513933603761152671e-02
-1.425441646670469074e-03,4.056956361772830894e-02,-2.558127390040228558e-02,-2.124272014322272847e-02,9.780574516101304267e-03
-1.837195110004060175e-02,2.276065242896980687e-02,2.406820558021808415e-02,1.395036334985418069e-02,-6.204663053563677817e-03
1.353272391801437977e-02,-1.506544300557727777e-02,-1.129150311489525438e-02,3.518844823124279292e-02,-7.289657621227180542e-04
-5.543464351331008240e-03,-4.610822878070808262e-02,-1.479698448500841104e-02,-1.725112328596757963e-02,-2.197019441973783668e-02
-1.406846809036964123e-02,2.321228631201587359e-03,1.061286942450782346e-02,-1.737909375357021488e-02,-2.816297662537969176e-02
4.574992486802494963e-03,-9.256324660577930699e-03,8.981061784963466008e-03,2.201510176323323228e-02,-1.521573066249044121e-02
-4.918290843451658852e-03,-4.774620775934886041e-03,1.076724373728450701e-02,-3.231525829453627680e-02,5.279591433445737086e-02
2.128390665105069947e-04,2.297148977556701457e-02,3.867678130692390331e-02,-7.229726555872868256e-03,-3.576201901807467970e-02
1.525590153794122335e-02,1.964539677929454803e-02,-1.619382682680755789e-02,-2.343762294364312021e-02,-3.124295562706345605e-02
-7.918608037615229231e-03,-1.365562100373109156e-02,1.246618291770932967e-02,-2.392274270437565881e-02,-3.969891689171992089e-02
-5.899032938363835653e-03,-1.363643051618539451e-02,-2.614499248937842898e-02,-1.598403693736296510e-02,-2.609772984524577621e-02
2.187703455506854328e-02,-8.497820212486850711e-03,2.216238775129944841e-02,3.147429229336063793e-03,-6.501975745111242266e-02
-9.036377559934818948e-03,-5.225655148068211048e-02,2.043125866291636492e-02,-2.469693311448910647e-02,6.512692498334379798e-02
-2.284829628542990165e-03,1.327057815552243683e-02,1.902734961522254895e-02,-3.530017907110403336e-02,5.119087861053167599e-02
-1.098037266359185547e-02,4.022236975974002350e-03,4.170760589366832860e-02,1.877213641729869389e-02,-3.242473637936326564e-02
-3.657488592855443529e-03,-4.196858184982361212e-02,-1.226223273612936371e-02,-2.566496581090989965e-02,-3.028693559622787357e-02
2.748293247245785329e-04,3.229692804373009152e-02,4.805634922036536305e-02,-8.136487447682232838e-03,5.095146425478044860e-02
-1.244887652808101229e-02,-5.131875506349749955e-02,-1.137547302721816228e-02,-1.785544564332816261e-02,-3.462550919910486330e-02
-4.564618044155702853e-03,-1.339467292115537750e-02,1.599392916596491243e-02,-1.917771115009619595e-02,-1.879037426688982826e-02
-6.807501742185128116e-03,-7.391820288160608557e-03,1.817720865698034885e-02,3.487414094957567295e-03,-4.780483637329722285e-02
-6.363558490819244684e-03,-1.094856011492691995e-02,1.865689306321878169e-02,-1.786842089228134547e-02,1.471491735483705958e-03
-3.685549788460420854e-03,3.326149787867482832e-02,-2.490839136726180972e-02,-2.560576344126382423e-02,4.571766304701248285e-03
9.405981893024460694e-03,2.726803734672540724e-02,2.269206018254523241e-02,-1.203515528174221513e-02,-1.516022169702084532e-02
-8.503199858978171058e-03,-1.085429771980298344e-02,-2.255147032589004813e-02,1.563681419768699413e-02,-5.737143849482499204e-03
-2.276628680058670560e-03,-1.415091744706687034e-02,1.889859499717350816e-02,-1.948489881657732362e-02,-1.274745441265976754e-02
-4.647691479987518283e-03,1.263392513007781902e-02,-2.842387617458322011e-02,-2.151804034023005116e-02,2.403900435587259798e-02
-1.298178746246514761e-02,-1.345506037677655746e-02,1.418082649358865487e-02,5.046090256993300376e-03,-4.732952519796609914e-02
-1.608052311797188508e-02,-1.769572957874234950e-02,-2.617601072297731299e-02,-2.930756833135159806e-02,-2.572150662175204730e-02
-2.593425618938106393e-03,1.105610746829575365e-02,1.764680142310805569e-02,-1.481419423770232585e-02,-2.559220563884910885e-02
-8.707969827150467343e-03,-8.012782471376588347e-03,6.962301679149572251e-03,-3.120773386582424702e-02,2.396402978587693772e-02
-1.068660109152188946e-02,-1.164454424689569806e-02,1.200019362465872159e-02,-2.589872538300792837e-02,-3.712621909915680279e-02
3.137996686182216183e-03,-1.754870689258481928e-02,-1.934752574563121733e-02,-1.957033474389571065e-02,-2.771359327983492424e-02
-1.108019696109732548e-02,2.753984784035525685e-02,2.393166112971880852e-02,1.218121801376212746e-02,-2.202819946129217638e-02
-4.327641360496605784e-03,-2.170920168827671082e-02,-2.763973188437643825e-03,-1.440161848700322565e-02,-2.805829140368232624e-02
-5.840423649566577578e-03,-5.959553144344005744e-03,5.005596315530273788e-02,-1.175099983675301912e-02,3.168809687127479430e-02
-2.456353293826126286e-03,2.735393388816702992e-02,2.685700409152167248e-02,-1.150845083522518061e-02,-2.416268764293229634e-02
8.803890525261296243e-03,2.302002954668010484e-02,3.142219740113251503e-02,-8.235234238138039800e-03,-2.671121253743526797e-02
-1.144855533854938386e-02,-1.329845807874538606e-02,-3.298682029878526739e-02,8.231107708126758279e-03,-4.795466678660853521e-02
-1.517271326383313849e-02,2.175789449545493734e-02,2.040415942189627643e-02,-1.632096173348646442e-02,-3.695910504792551676e-02
-5.594542837981651175e-03,5.311889078702876008e-03,2.800181100035071743e-02,-1.455674561690657905e-02,-3.206599489491772370e-02
-9.659526201431619524e-03,1.181368916644349142e-02,-3.104630764507530435e-02,-2.159092605064648340e-02,-2.327030845841114581e-02
-1.596303543742701864e-02,-4.853032151848137021e-02,-1.424542053457241060e-02,-2.725054426404141181e-02,-2.217886135616640997e-02
4.529378746512897208e-03,-8.761148847955530297e-03,3.207536094406209654e-02,-1.120226869163390773e-02,-3.545776256459624853e-02
-8.825484803511911280e-03,-1.333160395219007421e-02,1.317072097578043249e-02,-2.551184319777734244e-02,-3.974816140870044562e-02
5.761103825758642077e-03,-1.160836942623594617e-02,-2.343972024052114189e-02,-2.247964145392847626e-02,3.066456722585529128e-03
-5.746976284353994338e-03,3.437485566889662836e-02,-2.987513244367559148e-02,-1.837720459698166317e-02,-3.325055418606556040e-02
5.736042313055804594e-03,4.211112590673041223e-02,1.747259655645245699e-02,-9.573241506892272643e-03,-3.573334917048167497e-02
-2.680713997788704631e-02,4.658215583966685176e-03,1.689154902680416181e-02,1.290028549115689038e-03,-3.924065822145942489e-02
-5.159841297410138698e-04,-5.410956317729760656e-02,2.210304134741229720e-02,-7.452995982696462851e-03,-1.052665275700043722e-02
-2.944448864935202354e-04,-6.222385594863456826e-02,7.916007852247943302e-03,-2.054137983694161868e-02,-3.172894570139293130e-02
-3.303030247003696344e-03,-8.330509911815517018e-03,3.980393894591658516e-02,-1.404615709992449585e-02,-3.496687257697316670e-02
6.997878963936794879e-03,2.565585147867222374e-02,2.367824799539994945e-02,-1.451635218795167478e-02,-1.874968571128563313e-02
-8.356751287052995025e-03,-3.024750528072979103e-03,3.281502946513051994e-02,1.770095649540803090e-02,4.184098020288182923e-02
-8.946697958319999727e-03,-1.198018632511232452e-02,-2.627575281139782337e-02,-2.496752498572043025e-02,-2.024076812897875749e-02
-3.185972837224322878e-03,1.154990055199891716e-02,-2.201549163025657077e-02,-2.545052092019170140e-02,-1.857353925140551101e-02
3.136578888123768213e-03,-1.946388905726837218e-02,-1.904670316075825209e-02,-2.019170375708273860e-02,-3.432363509739551344e-02
